year_s,鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,土地位置
109-3,龜山區,土地,大崗段955地號,1123.96,住,,,1090601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,124872,111.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPTNMLTLOHPFFHH77CC,桃園市龜山區大崗段955地號
109-3,新屋區,土地,新洲段1157地號,4265.43,,一般農業區,農牧用地,1090609,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,283100,66.0,,0.0,0,含增建或未登記建物。；,RPTSMLKMOHPFFDH07CC,桃園市新屋區新洲段1157地號
109-3,蘆竹區,土地,水尾段698-1地號,1435.55,工,,,1090611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,155000,108.0,,0.0,0,含增建或未登記建物.有使照沒保存登記土地坪數部分,RPWOMLKMOHPFFEH07CC,桃園市蘆竹區水尾段698-1地號
109-3,龜山區,土地,楓義段1196地號,925.62,其他,,,1090616,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85000,92.0,,0.0,0,含增建或未登記建物。；,RPOPMLKMOHPFFHH66CC,桃園市龜山區楓義段1196地號
109-3,桃園區,土地,同安段1458-5地號,421.0,住,,,1090616,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,175000,416.0,,0.0,0,,RPOOMLRJPHPFFAH09DC,桃園市桃園區同安段1458-5地號
109-3,桃園區,土地,中路段1660-1地號,1332.0,農,,,1090618,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,30.0,,0.0,0,,RPSTMLSJPHPFFAH37CC,桃園市桃園區中路段1660-1地號
109-3,桃園區,土地,龍安段227地號,636.0,商,,,1090701,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,71.0,,0.0,0,,RPOVMLOKPHPFFAH96DC,桃園市桃園區龍安段227地號
109-3,新屋區,土地,中山段535地號,1602.37,,一般農業區,丁種建築用地,1090617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,190000,119.0,,0.0,0,含增建或未登記建物。,RPXPMLPKPHPFFDH57CC,桃園市新屋區中山段535地號
109-3,大園區,土地,竹圍段崁下小段107地號,21.4,,一般農業區,農牧用地,1090723,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,7000,327.0,,0.0,0,含增建或未登記建物。；,RPRPMLRLPHPFFEH47DC,桃園市大園區竹圍段崁下小段107地號
109-3,中壢區,土地,仁美段104地號,3619.0,農,,,1090701,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,22.0,,0.0,0,三筆地號總坪數約1094.75坪，合約載明實際承租坪數為950坪。,RPRWOLRLPHPFFBH08DC,桃園市中壢區仁美段104地號
109-3,龜山區,土地,下湖段884地號,3317.32,農,,,1090720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,110000,33.0,,0.0,0,,RPRNMLSLPHPFFHH57CC,桃園市龜山區下湖段884地號
109-3,桃園區,土地,中埔段287地號,175.0,住,,,1090315,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,143.0,,0.0,0,有未保存登記建物,RPXRMLKMPHPFFAH37EC,桃園市桃園區中埔段287地號
109-3,龜山區,土地,警大段391地號,1014.38,農,,,1090729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,80000,79.0,,0.0,0,含增建或未登記建物。；,RPTNMLKMPHPFFHH07CC,桃園市龜山區警大段391地號
109-3,桃園區,土地,中路三段1723地號,90.14,住,,,1090725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,9800,109.0,,0.0,0,,RPXNMLQJQHPFFAH17CC,桃園市桃園區中路三段1723地號
109-3,八德區,土地,興豐段2632地號,215.09,住,,,1090717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,12000,56.0,,0.0,0,,RPPNMLRJQHPFFFH07DC,桃園市八德區興豐段2632地號
109-3,中壢區,土地,崇德段796地號,2774.15,,特定農業區,丁種建築用地,1090721,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,286000,103.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPRTMLRJQHPFFBH37CC,桃園市中壢區崇德段796地號
109-3,龜山區,土地,精忠段866地號,826.44,住,,,1090717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,82000,99.0,,0.0,0,含增建或未登記建物。；,RPTNMLRJQHPFFHH57CC,桃園市龜山區精忠段866地號
109-3,蘆竹區,土地,宏華段521地號,413.22,,一般農業區,農牧用地,1090723,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,121.0,,0.0,0,含增建或未登記建物。；,RPQOMLRJQHPFFEH07CC,桃園市蘆竹區宏華段521地號
109-3,觀音區,土地,觀玉段29-19地號,4729.49,,工業區,丁種建築用地,1090728,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,185988,39.0,,0.0,0,,RPXRMLSKQHPFFBH97CC,桃園市觀音區觀玉段29-19地號
109-3,龜山區,土地,陳厝段1448地號,2137.83,其他,,,1090801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,130000,61.0,,0.0,0,含增建或未登記建物。；,RPVNMLSKQHPFFHH97CC,桃園市龜山區陳厝段1448地號
109-3,中壢區,土地,內壢段1252-1地號,3447.0,農,,,1090724,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,84000,24.0,,0.0,0,含增建或未登記建物。；租賃範圍不含車位，且無法區分車位面積。；,RPQRMLOLQHPFFBH96CC,桃園市中壢區內壢段1252-1地號
109-3,桃園區,土地,龍安段130-2地號,273.0,住,,,1090819,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,55000,201.0,,0.0,0,,RPTOMLQLQHPFFAH17DC,桃園市桃園區龍安段130-2地號
109-3,桃園區,土地,埔子段北門埔子小段2-47地號,105.0,住,,,1090821,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,190.0,,0.0,0,含未保存登記建物,RPTNMLRLQHPFFAH07CC,桃園市桃園區埔子段北門埔子小段2-47地號
109-3,觀音區,土地,崙尾段1541地號,512.39,,一般農業區,農牧用地,1090831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,40000,78.0,,0.0,0,,RPWRMLLMQHPFFBH37CC,桃園市觀音區崙尾段1541地號
109-3,觀音區,土地,崙尾段1486地號,1735.53,,一般農業區,農牧用地,1090827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,80000,46.0,,0.0,0,含增建或未登記建物。；,RPRSMLLMQHPFFBH96CC,桃園市觀音區崙尾段1486地號
109-4,蘆竹區,土地,河底段925地號,925.62,農,,,1090827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,63000,68.0,,0.0,0,,RPXPMLLKRHPFFEH47CC,桃園市蘆竹區河底段925地號
109-4,中壢區,土地,中原段447地號,3682.0,農,,,1090913,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,14.0,,0.0,0,,RPPOMLPKRHPFFBH66CC,桃園市中壢區中原段447地號
109-4,蘆竹區,土地,南竹段224地號,1553.72,農,,,1090828,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,150000,97.0,,0.0,0,,RPPQMLRKRHPFFEH37CC,桃園市蘆竹區南竹段224地號
109-4,中壢區,土地,忠福段1999地號,63.8,住,,,1090917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,24000,376.0,,0.0,0,,RPUNMLSKRHPFFBH37CC,桃園市中壢區忠福段1999地號
109-4,楊梅區,土地,民豐段1396地號,1448.14,,工業區,丁種建築用地,1090907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,70000,48.0,,0.0,0,含增建或未登記建物.,RPWOMLPLRHPFFDH67CC,桃園市楊梅區民豐段1396地號
109-4,中壢區,土地,後寮段518-5地號,163.0,住,,,1090918,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,8200,50.0,,0.0,0,,RPWPMLPLRHPFFBH67DC,桃園市中壢區後寮段518-5地號
109-4,中壢區,土地,後寮段529-3地號,346.0,住,,,1090918,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,17400,50.0,,0.0,0,,RPOQMLPLRHPFFBH96DC,桃園市中壢區後寮段529-3地號
109-4,中壢區,土地,後寮段518-4地號,326.0,住,,,1090918,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,16400,50.0,,0.0,0,,RPPQMLPLRHPFFBH07DC,桃園市中壢區後寮段518-4地號
109-4,蘆竹區,土地,河底段555地號,2723.86,住,,,1090925,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,260000,95.0,,0.0,0,,RPSPMLRJIIPFFEH66CC,桃園市蘆竹區河底段555地號
109-4,新屋區,土地,東勢段上庄子小段88-54地號,2010.0,,一般農業區,丁種建築用地,1090911,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,240000,119.0,,0.0,0,,RPXPMLRJIIPFFDH07CC,桃園市新屋區東勢段上庄子小段88-54地號
109-4,蘆竹區,土地,六福段608地號,3166.05,工,,,1090921,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,380000,120.0,,0.0,0,,RPOSMLTKIIPFFEH96DC,桃園市蘆竹區六福段608地號
109-4,桃園區,土地,中路二段282地號,496.73,住,,,1090926,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,30.0,,0.0,0,,RPSOMLKLIIPFFAH28CC,桃園市桃園區中路二段282地號
109-4,蘆竹區,土地,大竹圍段102-32地號,3973.5,,一般農業區,農牧用地,1091022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,19000,5.0,,0.0,0,,RPVSMLNLIIPFFEH07CC,桃園市蘆竹區大竹圍段102-32地號
109-4,龜山區,土地,樂捷段476地號,542.14,其他,,,1091023,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,60000,111.0,,0.0,0,,RPVNMLNJJIPFFHH76CC,桃園市龜山區樂捷段476地號
109-4,蘆竹區,土地,錦明段608-8地號,1321.42,工,,,1091015,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85000,64.0,,0.0,0,,RPPOMLOJJIPFFEH68CC,桃園市蘆竹區錦明段608-8地號
109-4,平鎮區,土地,平安段83地號,595.04,,一般農業區,農牧用地,1091013,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,75000,126.0,,0.0,0,,RPXNMLOJJIPFFGH96CC,桃園市平鎮區平安段83地號
109-4,桃園區,土地,水汴頭段233-1地號,1512.63,住,,,1091014,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,200000,132.0,,0.0,0,,RPTOMLQJJIPFFAH88CC,桃園市桃園區水汴頭段233-1地號
109-4,八德區,土地,興豐段789地號,561.46,住,,,1091106,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,15000,27.0,,0.0,0,,RPROMLTJJIPFFFH86CC,桃園市八德區興豐段789地號
109-4,大園區,土地,竹圍段崁下小段102-15地號,210.0,,一般農業區,農牧用地,1091117,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,95.0,,0.0,0,,RPTOMLKLJIPFFEH98DC,桃園市大園區竹圍段崁下小段102-15地號
109-4,龜山區,土地,警大段682地號,1454.54,住,,,1091105,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,185000,127.0,,0.0,0,,RPWNMLNLJIPFFHH07CC,桃園市龜山區警大段682地號
109-4,桃園區,土地,埔子段埔子小段2006-8地號,52.0,住,,,1091107,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,9000,173.0,,0.0,0,含有未保存登記建物,RPUSMLQLJIPFFAH96CC,桃園市桃園區埔子段埔子小段2006-8地號
109-4,桃園區,土地,埔子段埔子小段2006-8地號,52.0,住,,,1091112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8500,163.0,,0.0,0,含有未保存登記建物,RPWSMLQLJIPFFAH17CC,桃園市桃園區埔子段埔子小段2006-8地號
109-4,桃園區,土地,埔子段埔子小段2006-8地號,52.0,住,,,1091101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8500,163.0,,0.0,0,含有未保存登記建物,RPOTMLQLJIPFFAH09CC,桃園市桃園區埔子段埔子小段2006-8地號
109-4,桃園區,土地,埔子段埔子小段2006-8地號,52.0,住,,,1091107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8700,167.0,,0.0,0,含有未保存登記建物,RPROMLLJKIPFFAH28CC,桃園市桃園區埔子段埔子小段2006-8地號
109-4,桃園區,土地,埔子段埔子小段2006-8地號,52.0,住,,,1091107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8000,154.0,,0.0,0,含有未保存登記建物,RPSOMLLJKIPFFAH38CC,桃園市桃園區埔子段埔子小段2006-8地號
109-4,桃園區,土地,埔子段埔子小段2006-8地號,52.0,住,,,1091110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8500,163.0,,0.0,0,含有未保存登記建物,RPTOMLLJKIPFFAH48CC,桃園市桃園區埔子段埔子小段2006-8地號
109-4,桃園區,土地,埔子段埔子小段2006-8地號,52.0,住,,,1091112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,8500,163.0,,0.0,0,含有未保存登記建物,RPUOMLLJKIPFFAH58CC,桃園市桃園區埔子段埔子小段2006-8地號
109-4,桃園區,土地,中路二段79地號,478.9,住,,,1091127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,57000,119.0,,0.0,0,109.11.27-110.02.28為施工租金減免期。,RPXQMLLJKIPFFAH56DC,桃園市桃園區中路二段79地號
109-4,蘆竹區,土地,富海段223地號,10499.23,,工業區,丁種建築用地,1091120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,1700000,162.0,,0.0,0,地上物興建中尚未完工,RPROMLNJKIPFFEH88CC,桃園市蘆竹區富海段223地號
109-4,平鎮區,土地,高雙段1175地號,2526.07,,特定農業區,農牧用地,1091110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,90000,36.0,,0.0,0,,RPSPMLOJKIPFFGH76CC,桃園市平鎮區高雙段1175地號
109-4,龍潭區,土地,北興段204地號,1404.62,,一般農業區,農牧用地,1091105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,70000,50.0,,0.0,0,土地坪數部份與另一家公司共同承租,RPXNMLOJKIPFFCH66CC,桃園市龍潭區北興段204地號
109-4,龜山區,土地,公西段620地號,54.28,農,,,1091207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,88000,1621.0,,0.0,0,,RPVPMLSJKIPFFHH57CC,桃園市龜山區公西段620地號
109-4,桃園區,土地,同安段1956地號,67.0,住,,,1091204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,373.0,,0.0,0,,RPUNMLKKKIPFFAH48CC,桃園市桃園區同安段1956地號
109-4,桃園區,土地,三民段114地號,540.34,住,,,1091205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,160000,296.0,,0.0,0,租地建屋,RPQOMLKKKIPFFAH18CC,桃園市桃園區三民段114地號
110-1,蘆竹區,土地,宏竹段16地號,1437.06,,一般農業區,農牧用地,1091203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,234960,164.0,,0.0,0,房地租賃含未登記建物,RPOPMLPLKIPFFEH09CC,桃園市蘆竹區宏竹段16地號
110-1,蘆竹區,土地,八股段965地號,909.08,,特定農業區,農牧用地,1091210,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,120000,132.0,,0.0,0,含增建或未登記建物。；,RPURMLSLKIPFFEH57CC,桃園市蘆竹區八股段965地號
110-1,龜山區,土地,楓義段1196地號,1983.47,其他,,,1091211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,210000,106.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPWSMLSLKIPFFHH18CC,桃園市龜山區楓義段1196地號
110-1,楊梅區,土地,和平段211地號,7876.34,,一般農業區,農牧用地,1091220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,325380,41.0,,0.0,0,含增建或未登記建物。；有使照沒保存登記.土地坪數部分,RPUQMLTLKIPFFDH47CC,桃園市楊梅區和平段211地號
110-1,中壢區,土地,普仁段224-28地號,71.19,住,,,1091213,土地1建物0車位0,,,其他,,,,0.0,3,0,0,有,無,無,12000,169.0,,0.0,0,含增建或未登記建物。；,RPUSMLTLKIPFFBH47CC,桃園市中壢區普仁段224-28地號
110-1,龜山區,土地,陳厝段1166地號,958.67,其他,,,1091214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,127600,133.0,,0.0,0,含增建或未登記建物。；含管理費、稅金或水電等費用。；,RPRPMLLMKIPFFHH76CC,桃園市龜山區陳厝段1166地號
110-1,觀音區,土地,觀玉段22-6地號,1083.09,,工業區,丁種建築用地,1091225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45868,42.0,,0.0,0,,RPVOMLSJJHGGFBH58DC,桃園市觀音區觀玉段22-6地號
110-1,觀音區,土地,觀玉段22-8地號,911.41,,工業區,丁種建築用地,1091225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,38598,42.0,,0.0,0,,RPOSMLLKJHGGFBH67DC,桃園市觀音區觀玉段22-8地號
110-1,蘆竹區,土地,富竹段563地號,462.81,農,,,1091215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,50000,108.0,,0.0,0,含增建或未登記建物。；,RPPRMLMKJHGGFEH97CC,桃園市蘆竹區富竹段563地號
110-1,中壢區,土地,新街段449地號,85.0,住,,,1091226,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,37000,435.0,,0.0,0,含未保存建物做營業使用。租賃期間含免租金裝潢期。,RPQOMLNKJHGGFBH57CC,桃園市中壢區新街段449地號
110-1,大園區,土地,青峰段534地號,2424.95,住,,,1100106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,210000,87.0,,0.0,0,租賃金額說明：１１０年０１月０６至１１１年０１月０５日，每月租金新台幣２１萬、１１１年０１月０６日至１１２年０１月０５日，每月租金額新台幣４２４２００元,RPUOMLKLJHGGFEH08CC,桃園市大園區青峰段534地號
110-1,大園區,土地,西園段765地號,720.69,住,,,1100113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,35.0,,0.0,0,,RPQNMLMLJHGGFEH87DC,桃園市大園區西園段765地號
110-1,蘆竹區,土地,大坑段387地號,1289.26,,一般農業區,農牧用地,1091226,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,119000,92.0,,0.0,0,含增建或未登記建物。；,RPXNMLPLJHGGFEH78CC,桃園市蘆竹區大坑段387地號
110-1,大園區,土地,北園段617地號,83.86,商,,,1100120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,358.0,,0.0,0,含增建或未登記建物。；,RPPOMLQLJHGGFEH28DC,桃園市大園區北園段617地號
110-1,大園區,土地,北園段617地號,83.86,商,,,1100120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,358.0,,0.0,0,含增建或未登記建物。；,RPQOMLQLJHGGFEH38DC,桃園市大園區北園段617地號
110-1,大園區,土地,北園段617地號,83.86,商,,,1100120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,358.0,,0.0,0,含增建或未登記建物。；,RPROMLQLJHGGFEH48DC,桃園市大園區北園段617地號
110-1,大園區,土地,北園段617地號,83.86,商,,,1100120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,358.0,,0.0,0,含增建或未登記建物。；,RPWOMLQLJHGGFEH98DC,桃園市大園區北園段617地號
110-1,蘆竹區,土地,水尾段694地號,781.3,工,,,1100104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,155000,198.0,,0.0,0,含增建或未登記建物。；,RPWPMLLJKHGGFEH38CC,桃園市蘆竹區水尾段694地號
110-1,楊梅區,土地,瑞上段148地號,1568.0,,特定農業區,丁種建築用地,1100113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,220000,140.0,,0.0,0,含增建或未登記建物。；,RPTQMLLJKHGGFDH08CC,桃園市楊梅區瑞上段148地號
110-1,中壢區,土地,大崙段1133地號,819.83,,特定農業區,丁種建築用地,1100107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,96000,117.0,,0.0,0,含增建或未登記建物。；,RPUPMLLJKHGGFBH87CC,桃園市中壢區大崙段1133地號
110-1,桃園區,土地,中路二段279地號,1282.31,住,,,1100128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,250000,195.0,,0.0,0,租賃範圍不含車位，且無法區分車位面積。；,RPUOMLMJKHGGFAH77CC,桃園市桃園區中路二段279地號
110-1,楊梅區,土地,楊湖段416地號,5003.0,,特定農業區,農牧用地,1100129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,9.0,,0.0,0,,RPVPMLSKKHGGFDH98CC,桃園市楊梅區楊湖段416地號
110-1,楊梅區,土地,高上段22-10地號,2927.89,,特定農業區,農牧用地,1100129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,240000,82.0,,0.0,0,含增建或未登記建物。；,RPOQMLSKKHGGFDH38CC,桃園市楊梅區高上段22-10地號
110-1,蘆竹區,土地,六福段1123地號,0.0,住,,,1100201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,有,無,110000,0.0,,0.0,0,含增建或未登記建物。；使用150坪,RPXNMLMLKHGGFEH68DC,桃園市蘆竹區六福段1123地號
110-1,八德區,土地,豐田段583地號,137.64,,鄉村區,乙種建築用地,1100129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,19000,138.0,,0.0,0,地上有含未登記建物，僅有稅籍證明，面積約137.03平方公尺。,RPTNMLMLKHGGFFH38DC,桃園市八德區豐田段583地號
110-1,觀音區,土地,崙尾段1541地號,661.0,,一般農業區,農牧用地,1100203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,53000,80.0,,0.0,0,土地上有未辦保存建築物,RPWPMLNLKHGGFBH48CC,桃園市觀音區崙尾段1541地號
110-1,楊梅區,土地,草湳坡段埔心小段12-84地號,115.0,農,,,1100228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,有,21000,183.0,,0.0,0,含增建或未登記建物。；,RPSRMLNJLHGGFDH38CC,桃園市楊梅區草湳坡段埔心小段12-84地號
